  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 364729 6013021    1146      178    279    178     -3.7       25.8    4.4
 364729 6013300    1146      178    279    178     -7.3       26.0    4.0
 364729 6013579    1146      178    279    178     -7.3       27.5    4.3
 364729 6013876    1146      178    315    178     -7.3       30.5    4.2
 364729 6014217    1146      178    366    178     -3.7       35.9    7.3
 364907 6006976    1146      178    384    178     11.0       37.1    4.3
 364907 6007369    1146      178    402    178     14.7       38.0   14.4
 364907 6007762    1146      178    384    178     14.7       35.6    3.9
 364907 6008133    1146      178    359    178     11.0       33.1    3.7
 364907 6008484    1146      178    344    178      7.3       31.9    4.3
 364907 6008828    1146      178    344    178      7.3       31.3    3.7
 364907 6009160    1146      178    321    178      3.7       29.6    3.8
 364907 6013018    1146      178    266    178     -3.7       24.5    4.2
 364907 6013284    1146      178    266    178     -3.7       24.4    5.3
 364907 6013549    1146      178    266    178     -3.7       25.4    6.0
 364907 6013827    1146      178    289    178     -3.7       27.7    5.8
 365086 6006701    1146      178    395    178      3.7       38.9    4.0
 365086 6007126    1146      178    453    178     14.7       43.9    3.9
 365086 6007579    1146      178    453    178     14.7       43.3   16.5
 365086 6008021    1146      178    432    178     11.0       40.1    7.6
 365086 6008439    1146      178    403    178     11.0       37.2    4.0
 365086 6008824    1146      178    369    178      7.3       34.0    4.0
 365264 6006698    1146      178    472    178      3.7       44.8    4.0
 365264 6007198    1146      178    527    178     14.7       50.7    4.3
 365264 6007725    1146      178    527    178     14.7       49.1   12.9
 365264 6008229    1146      178    480    178     11.0       44.3    6.5
 365264 6008676    1146      178    415    178      7.3       38.2    4.3
 365442 6008128    1146      178    531    178     14.7       50.9    4.4
 365442 6008617    1146      178    446    178      7.3       41.2    4.1
 367936 6013512    1146      178    182    178     -3.7       16.3    5.3
 367936 6013690    1146      178    174    178     -3.7       16.1    7.0
 367936 6013864    1146      178    174    178     -3.7       15.9    6.9
 367936 6014038    1146      178    174    178     -3.7       15.6    4.5
 368114 6013303    1146      178    204    178     -3.7       18.9    5.3
 368114 6013502    1146      178    194    178     -7.3       18.0    4.3
 368114 6013691    1146      178    184    178     -7.3       17.1    3.9
 368114 6013870    1146      178    173    178     -3.7       16.0    4.9
 368292 6013081    1146      178    249    178     -3.7       22.9    4.4
 368292 6013320    1146      178    228    178     -7.3       21.0    4.0
 368292 6013536    1146      178    206    178     -7.3       19.0    3.8
 368292 6013732    1146      178    184    178     -3.7       16.9    4.3
 368470 6013103    1146      178    279    178     -3.7       25.6    4.5
 368470 6013363    1146      178    241    178     -3.7       22.1    4.8
 368470 6013587    1146      178    206    178     -3.7       18.8    3.7
 368649 6013135    1146      178    301    178     -3.7       27.6    4.0
 360991 6005561     962      189    103    189      3.7       10.7    4.0
 360991 6005664     962      189    103    189      3.7       10.9    4.3
 360991 6005768     962      189    103    189      3.7       11.3    4.5
 360991 6005875     962      189    111    189      3.7       11.8    4.4
 361180 6005294     962      189    116    189      3.7       12.0    4.2
 361180 6005409     962      189    116    189      3.7       11.7    4.7
 361180 6005522     962      189    111    189      3.7       11.6    5.2
 361180 6005634     962      189    111    189      3.7       11.7    5.4
 361180 6005745     962      189    111    189      3.7       11.9    5.6
 361180 6005859     962      189    117    189      3.7       12.5    5.5
 361180 6005979     962      189    124    189      3.7       13.2    4.9
 361368 6005038     962      189    147    189      3.7       15.2    3.9
 361368 6005180     962      189    137    189      3.7       14.2    5.1
 361368 6005313     962      189    130    189      3.7       13.5    5.8
 361368 6005443     962      189    130    189      7.3       13.1    4.3
 361368 6005573     962      189    130    189      7.3       13.0    4.5
 361368 6005703     962      189    130    189      7.3       13.2    4.6
 361368 6005833     962      189    130    189      3.7       13.7    6.9
 361368 6005963     962      189    130    189      3.7       14.4    6.2
 361557 6005002     962      189    173    189      3.7       17.8    5.7
 361557 6005168     962      189    159    189      7.3       16.5    4.9
 361557 6005323     962      189    150    189      7.3       15.6    5.7
 361557 6005473     962      189    150    189      7.3       15.2    6.5
 361557 6005623     962      189    150    189      7.3       15.1    6.6
 361557 6005773     962      189    150    189      7.3       15.3    6.4
 361557 6005923     962      189    150    189      3.7       15.9    8.7
 361746 6004765     962      189    226    189      3.7       23.2    4.0
 361746 6004978     962      189    201    189      7.3       20.7    4.7
 361746 6005171     962      189    184    189      7.3       19.0    6.9
 361746 6005350     962      189    173    189     11.0       18.0    5.5
 361746 6005523     962      189    173    189     11.0       17.5    6.1
 361746 6005697     962      189    173    189      7.3       17.4    9.4
 361746 6005870     962      189    173    189      7.3       17.7    8.9
 361746 6006043     962      189    173    189      3.7       18.0    7.7
 361935 6004836     962      189    242    189      3.7       24.9    5.5
 361935 6005065     962      189    217    189      7.3       22.4    5.9
 361935 6005274     962      189    201    189      7.3       20.8    8.9
 361935 6005470     962      189    191    189     11.0       19.9    7.2
 361935 6005661     962      189    191    189      7.3       19.4   10.9
 361935 6005852     962      189    191    189      7.3       19.3    9.8
 362124 6005110     962      189    228    189      3.7       23.5    5.8
 362124 6005330     962      189    211    189      7.3       21.9    4.4
 362124 6005536     962      189    201    189      7.3       20.9    4.2
 362124 6005736     962      189    201    189      3.7       20.3    6.3
 362879 6007859     962      189     84    189      3.7        8.6    3.9
 362879 6007943     962      189     84    189      3.7        8.5    5.0
 362879 6008025     962      189     80    189      3.7        8.4    6.0
 362879 6008105     962      189     80    189      3.7        8.3    6.0
 362879 6008186     962      189     80    189      3.7        8.3    6.0
 362879 6008266     962      189     80    189      3.7        8.3    5.1
 362879 6008347     962      189     80    189      3.7        8.3    4.4
 362879 6008427     962      189     80    189      3.7        8.4    3.8
 363068 6007408     962      189     98    189      3.7       10.2    3.8
 363068 6007503     962      189     93    189      3.7        9.7    4.2
 363068 6007594     962      189     89    189      3.7        9.3    5.1
 363068 6007683     962      189     89    189      3.7        8.9    5.7
 363068 6007769     962      189     84    189      3.7        8.7    6.9
 363068 6007853     962      189     84    189      3.7        8.5    7.5
 363068 6007937     962      189     84    189      3.7        8.4    7.9
 363068 6008019     962      189     80    189      7.3        8.3    3.8
 363068 6008099     962      189     80    189      3.7        8.3    7.9
 363068 6008180     962      189     80    189      3.7        8.3    6.8
 363068 6008260     962      189     80    189      3.7        8.3    5.7
 363068 6008340     962      189     80    189      3.7        8.3    4.7
 363068 6008420     962      189     80    189      3.7        8.4    3.8
 363256 6006965     962      189    131    189      3.7       13.7    4.7
 363256 6007092     962      189    123    189      3.7       12.8    6.4
 363256 6007211     962      189    115    189      3.7       11.9    7.6
 363256 6007322     962      189    107    189      7.3       11.1    3.8
 363256 6007426     962      189    101    189      7.3       10.5    3.7
 363256 6007525     962      189     96    189      7.3        9.9    3.9
 363256 6007618     962      189     92    189      7.3        9.5    4.1
 363256 6007710     962      189     92    189      7.3        9.2    4.2
 363256 6007799     962      189     86    189      7.3        9.0    4.6
 363256 6007885     962      189     86    189      7.3        8.8    4.4
 363256 6007970     962      189     83    189      7.3        8.6    4.0
 363256 6008052     962      189     83    189      3.7        8.5    7.1
 363256 6008135     962      189     83    189      3.7        8.5    5.9
